LocInfo;Coord_X;Coord_y
0002f810610033b2;595065;2432552
0002f8100300b410;596425;2426616
0002f8106210106c;597212;2427837
0002f81075018859;597723;2430187
0002f8104202c434;597828;2431945
0002f81042024766;598395;2431435
0002f81004012f0d;599574;2429615
0002f81042027107;599751;2432029
0002f8100300a153;599825;2426095
0002f81001ff19ce;600104;2434087
0002f8100300e8be;600120;2425800
0002f8100401190a;600370;2427136
0002f8100401a024;600457;2428150
0002f8104202f497;601213;2430752
0002f81001ffd523;602690;2433670
0002f81004003a4d;602767;2429091
0002f81003105eea;602983;2424358
0002f81062102815;603612;2430636
0002f8106210b626;604237;2428674
0002f81003108851;605109;2429793
0002f8100310fb15;606174;2431203
0002f8106100259d;591588;2428493
0002f8106100a4ff;592336;2429284
0002f81075001aeb;593948;2427009
0002f8100300288d;596480;2425455
0002f8100101e71b;596631;2430209
0002f8106400171d;597123;2423439
0002f8106400806b;597349;2423970
0002f8107501745f;597939;2428477
0002f81062107b57;598244;2427168
0002f81042027ea3;598334;2431024
0002f8104202a9ca;598524;2431917
0002f81004011788;598660;2427898
0002f810420234b9;599406;2430716
0002f8104202a847;599912;2431648
0002f8100300c9f1;599946;2425465
0002f8100401fe4b;600092;2430097
0002f81001ff8e53;600144;2433258
0002f8100300d89c;600213;2425937
0002f81042029dd2;600285;2432071
0002f810621023f1;600687;2429906
0002f81004017538;600715;2428426
0002f81001ffbfdf;602296;2433394
0002f81001ff7abc;602296;2433394
0002f8100310bdb8;602315;2431553
0002f810031099e7;602935;2431306
0002f8100340fded;603076;2426606
0002f81003406bcb;603360;2427710
0002f81001ff7d66;604225;2434535
0002f8103803fe60;604403;2424005
0002f8100310ed57;604660;2431920
0002f8100310bf79;605109;2429793
0002f810031029ac;605280;2431110
0002f810031094c0;606863;2430501
0002f81061007fec;592875;2432725
0002f81065002295;592923;2426329
0002f8106000a539;596115;2433494
0002f8100101d872;596284;2431988
0002f810640068e8;596545;2424160
0002f81075016a4b;597082;2427927
0002f8107501046c;597820;2430141
0002f81075019f8f;598275;2427595
0002f81075011a4b;598400;2430352
0002f8100300679e;598800;2426950
0002f8106210b4c4;599250;2430250
0002f81003006c79;600120;2425800
0002f81001ff42a2;601065;2433650
0002f81003fcf89f;602390;2434670
0002f81003400e7a;603440;2428170
0002f81003400e7d;603440;2428170
0002f8100310832b;603935;2431959
0002f8100310e840;604270;2429782
0002f810031097df;605278;2430344
0002f8106210641d;605945;2427581
0002f81003102407;606867;2428680
0002f81065002197;591915;2425287
0002f810650052fc;593034;2427280
0002f81061001f9e;593111;2430488
0002f81060003e16;593405;2434395
0002f81075007974;593897;2426936
0002f81075002531;594239;2427031
0002f81001fe0f1f;594370;2427177
0002f81075009fe7;595221;2428553
0002f81001fe7046;595248;2431427
0002f8100101e9db;596741;2429875
0002f8107501ab0b;596874;2429336
0002f810010136db;597686;2430483
0002f8100300ff51;599482;2424860
0002f8106210240c;599956;2430142
0002f81001ff0f35;600253;2432766
0002f8104202fab0;601638;2431237
0002f81003105b2f;602343;2424276
0002f81062107c0e;602467;2428302
0002f8100310be3d;603300;2430252
0002f8106210c2ac;604440;2427826
0002f8100313b987;605006;2431060
0002f8103803a509;606017;2423788
0002f810380318a6;606395;2424067
0002f8100311319a;608743;2432483
0002f8106500dfb3;591177;2428768
0002f81060000da4;594080;2433677
0002f81075007469;594516;2427624
0002f81060007a74;596203;2434050
0002f81075008328;596268;2429032
0002f81003003dbd;596412;2425752
0002f8100101e9d6;596741;2429875
0002f8100101a514;597193;2431309
0002f8100101e50b;597536;2430946
0002f8100300861e;598325;2426195
0002f81075017d3e;598765;2430480
0002f81062106107;598844;2427806
0002f810420215a1;599286;2430625
0002f8107501e53b;599315;2429839
0002f8107501a035;599405;2429769
0002f81042023688;599613;2430569
0002f81001ffecb8;599636;2433983
0002f810420214e9;599776;2431734
0002f810030066f9;599820;2424440
0002f81004017eda;600023;2427798
0002f81004014398;600484;2429550
0002f8100300dfe6;600661;2425302
0002f8100400af71;601881;2429264
0002f8104202fec1;601886;2431880
0002f8100310b5f2;602569;2430151
0002f81003401790;602666;2426565
0002f81001ffd45a;602690;2433670
0002f8100340b127;603796;2427021
0002f8100310a179;606174;2431203
0002f81003110e2c;606405;2434284
0002f8103803e9f8;608745;2424375
0002f81061004d1c;593170;2432530
0002f81061002d09;593363;2432508
0002f8106100287e;593430;2432661
0002f8107500fb4f;594220;2426220
0002f8106000bad0;594929;2433912
0002f81001018b38;595512;2430371
0002f81075007341;595630;2428614
0002f81001017fef;596662;2430488
0002f8100101d09b;597027;2431614
0002f8107501adc0;597331;2429706
0002f8107501b3fe;597939;2428477
0002f81075015d8b;597993;2427870
0002f8100300d881;598542;2426988
0002f8100300cfcd;598637;2424592
0002f8100300e39c;598983;2427103
0002f81042020a5f;599410;2431870
0002f8104202f331;599776;2431734
0002f81003008144;600344;2423982
0002f8100401b609;600640;2427307
0002f8106210093c;601167;2426344
0002f81004006791;601228;2426572
0002f8100401536f;601271;2429800
0002f81042026132;601598;2430641
0002f8104202a738;601702;2430968
0002f8100310fe0c;602449;2431250
0002f81001ffed65;602785;2432742
0002f81003405cd5;603018;2428439
0002f810034007bf;604328;2424573
0002f8100311ec69;608497;2429067
0002f8106100bae6;591765;2434834
0002f81065001095;592300;2427150
0002f81065004795;593269;2425348
0002f81065001c96;593772;2426244
0002f8106100f4d8;593781;2432289
0002f81003004a9c;596129;2425955
0002f8100101f2e1;596156;2430402
0002f8107500fe1e;596188;2427431
0002f8100101e7b9;596247;2430577
0002f8100101c49c;596322;2430343
0002f8100300d6bc;596935;2426585
0002f81001016a60;597072;2430186
0002f8106000f377;597308;2435083
0002f81062107e28;598364;2430608
0002f810621033d2;598394;2429174
0002f810420291c6;598645;2432108
0002f8104202b5bf;599172;2430609
0002f81075014196;599706;2430299
0002f8100400d938;601283;2428800
0002f81003008eb2;601647;2424574
0002f81062102ea3;602491;2428734
0002f81003100fd0;603591;2429220
0002f8100310b320;603720;2427890
0002f8100310ad1a;604768;2427791
0002f8100311c1f1;608497;2429067
0002f8106100a029;591774;2433019
0002f81065008dfd;592291;2427584
0002f8106100d3d5;593916;2431530
0002f8100101f696;596777;2431219
0002f8100300f047;598325;2426195
0002f81003002a63;598604;2423944
0002f8100300d3db;598714;2426210
0002f810420289c5;598717;2431162
0002f8100300ddcb;599494;2425958
0002f8100300467b;599685;2426420
0002f81001ff1b1a;600104;2434087
0002f8100300c9be;600517;2424723
0002f8100401d7c6;600606;2428238
0002f8106210110f;600970;2432456
0002f8106210824b;601190;2430132
0002f81062108499;601215;2430154
0002f81004005623;601748;2428581
0002f810621029b9;602002;2429947
0002f81062102084;602774;2427486
0002f81003100e63;602860;2431812
0002f8100310585e;603233;2429819
0002f81001ff90ce;603916;2433176
0002f8100310b14c;604490;2430472
0002f81003401773;605066;2424999
0002f8100310050f;605555;2430525
0002f81003100be9;605913;2427199
0002f8100311ff4b;606645;2435017
0002f81003115799;608338;2430768
0002f81061006b95;591674;2432096
0002f81065001915;592727;2426869
0002f81075001ae7;593785;2426984
0002f8107500c62f;594313;2425272
0002f8107500857f;595836;2429795
0002f8107500fb41;595838;2427355
0002f81060006397;596115;2433494
0002f8100101eecd;596749;2430910
0002f810010186ef;597167;2430401
0002f8106000a7b1;597381;2434233
0002f81042028583;598081;2430958
0002f8106000f5cc;598402;2434865
0002f81075015cc9;598602;2430447
0002f81075015ccb;598602;2430447
0002f81042023e1c;599158;2431808
0002f8104202f332;599776;2431734
0002f81004016229;600179;2429348
0002f8104202cda5;600360;2431604
0002f81062107654;600730;2429099
0002f8100340c237;601333;2425657
0002f8104202c70f;601370;2431380
0002f81004009627;602106;2427772
0002f8100340cb0c;602634;2427136
0002f81003401791;602666;2426565
0002f8100400f3b5;602669;2428828
0002f81062102d8b;602751;2427403
0002f8100310b112;602780;2424650
0002f8100310a16d;604483;2430827
0002f8100310860b;604737;2432620
0002f8100310d866;604800;2429759
0002f81003100ddf;604800;2428200
0002f81003103ebb;605097;2432595
0002f8100310fbc1;605278;2430344
0002f8100310dcd3;605531;2432019
0002f81065001d95;590761;2425214
0002f81001011d10;591940;2432576
0002f8107500732c;593948;2427009
0002f81075000eba;594050;2424619
0002f81001fe7110;595248;2431427
0002f8100101cc5d;595471;2433054
0002f8106f10b094;595488;2431354
0002f81001012b9d;595958;2432419
0002f81001011a4e;596288;2430066
0002f8107501ee41;597302;2427980
0002f8100401b6a0;599664;2429789
0002f8100300e4a4;600380;2426120
0002f8100300b4bb;600661;2425302
0002f8100300aa70;600837;2426213
0002f810040117af;600842;2429359
0002f81001ff0db6;601052;2432624
0002f81001ff0570;601128;2432780
0002f81062104cae;601500;2425324
0002f8100340ea0e;601795;2425906
0002f810621029b8;602002;2429947
0002f81003409692;602505;2427606
0002f8100310c4d1;602705;2429562
0002f8100340a8d9;602725;2427973
0002f81001010544;603488;2433342
0002f810031027cb;605057;2431811
0002f8100310a1f5;606728;2427459
0002f8102200e6f7;608205;2427844
0002f8106100aa1e;592918;2432990
0002f81065002297;592923;2426329
0002f810750010b3;594626;2425690
0002f8107500c08b;596268;2429032
0002f8100101acde;596910;2430806
0002f81075011a44;597443;2429025
0002f81075010bd7;598555;2429093
0002f81004015f30;599106;2428090
0002f8106400ceb1;599171;2423063
0002f81004012f0e;599574;2429615
0002f8106210c35a;599936;2428295
0002f8107501bff2;599952;2429185
0002f81001ff1b17;600104;2434087
0002f810420285a0;600899;2430096
0002f81001ff0dc8;601144;2433249
0002f8106210526e;601156;2429752
0002f8100340f79c;602158;2427065
0002f81062108542;602625;2427433
0002f81003106b7a;602805;2430692
0002f81001ff208b;602811;2434212
0002f8100310e6bd;603690;2425903
0002f8100311a727;605859;2432694
0002f810031023c2;606863;2430501
0002f810031164d8;607178;2435039
0002f81003113c5f;607709;2431865
0002f81061008d67;591792;2430165
0002f810650083dc;591915;2425287
0002f8106100020f;592149;2432619
0002f81061009b57;593740;2432215
0002f81075005d83;594568;2426718
0002f8107500b805;594915;2429160
0002f8107500863f;595836;2429795
0002f81001015693;596114;2430805
0002f8100300f9fb;596425;2426616
0002f8100101cecd;596749;2430910
0002f81001fecc1e;596886;2430774
0002f8107501f55f;597572;2429257
0002f810030076e8;597862;2425401
0002f8107501953a;597908;2429869
0002f8107501a59c;597930;2430398
0002f8104202f06b;598645;2432108
0002f8107501871e;598795;2428515
0002f81001fe92b5;598807;2432460
0002f81042020b0e;599012;2431445
0002f81001ffbb2a;599321;2434194
0002f8100300ddcc;599494;2425958
0002f810420259e3;600135;2431290
0002f8100401098a;600301;2428509
0002f8100401559e;600535;2428390
0002f81062109e8e;601471;2425850
0002f81001ffa6b1;602862;2432193
0002f8100310eba6;603010;2431464
0002f81003409314;603076;2426606
0002f810034006ee;603107;2426694
0002f8100340c787;603242;2427615
0002f8100310e635;603911;2428929
0002f8100310cb2d;604199;2427783
0002f8100310af26;604732;2424402
0002f8106500dfe9;591177;2428768
0002f81065001495;591860;2424638
0002f81065005673;592601;2427884
0002f81061004a95;593565;2431090
0002f81075000dc4;593789;2426962
0002f81003007b68;595039;2426126
0002f81075004941;595075;2427749
0002f81001014da2;596217;2431729
0002f8100101d782;596588;2431652
0002f81075016e16;597782;2429747
0002f81075010818;598242;2430305
0002f810420298a0;599613;2430569
0002f81001fecba2;599842;2434886
0002f8100401cac6;599910;2429981
0002f81042021065;600868;2431201
0002f81003404107;602648;2428508
0002f8106210b67f;604552;2428130
0002f8100310f787;604660;2431920
0002f8100340ad00;604990;2425426
0002f8100310b59e;605551;2427115
0002f8100311f14d;606294;2433011
0002f8100310279b;606513;2427878
0002f81038038ec8;607788;2423498
0002f81061009be7;590799;2433444
0002f81001fe0f2f;592238;2425628
0002f81061002889;593430;2432661
0002f8106100ab74;593622;2432291
0002f81075007223;593789;2426962
0002f81075005202;594068;2426779
0002f81001017ab3;595173;2431420
0002f810010102dc;596922;2431170
0002f8100101dbd7;597706;2430286
0002f8104202fdee;597754;2431610
0002f8104202ef83;598645;2432108
0002f81001ff3a7c;599392;2433643
0002f810420234c8;599406;2430716
0002f81004012f0a;599574;2429615
0002f8106210316d;600742;2428319
0002f8100400bc3b;600876;2427052
0002f8106210ce10;601132;2427176
0002f81001ff32e4;601144;2433249
0002f8104202a740;601213;2431314
0002f810030089df;601459;2425497
0002f8106210b1ac;602151;2431777
0002f8100340f3dd;603202;2427191
0002f8100340c9eb;603440;2428170
0002f81003406d0b;603532;2427400
0002f8100310b2b8;604223;2428184
0002f8100310d16e;604565;2427380
0002f81003102858;605057;2431811
0002f81003103eba;605097;2432595
0002f8100311db0a;606808;2431510
0002f8103803a8bf;608745;2424375
0002f8106100933a;592036;2430711
0002f810010144d6;592932;2433342
0002f8107500d567;593400;2427620
0002f81061007eb9;593970;2432370
0002f8100101a994;594794;2431736
0002f8107500f5f1;594915;2429160
0002f81064009366;595373;2423817
0002f8100101ec93;595388;2430201
0002f81075007765;595937;2427742
0002f8100300a5cf;596793;2425442
0002f8100101426a;597423;2429951
0002f8100300dd64;597518;2426653
0002f8106210226c;598365;2428139
0002f810030062c7;598946;2425330
0002f81004013300;599210;2427071
0002f8106210ae33;599297;2425551
0002f810030070fa;599818;2424855
0002f81062103196;600179;2424687
0002f8100401f9ea;600272;2427380
0002f8106210740e;600330;2429156
0002f8100300438d;600463;2423634
0002f81001ffcdab;602389;2432321
0002f81003400a92;602757;2426349
0002f81001ffd4f6;602883;2433814
0002f81003408f64;603040;2427430
0002f81023000797;603940;2423970
0002f8100310cccd;604022;2429802
0002f81003108994;604565;2427380
0002f8100310c30c;605732;2429724
0002f81062103011;607582;2427317
0002f81061002292;591509;2429856
0002f81065003074;593033;2426470
0002f81065001ad9;593142;2424558
0002f810610051e9;593160;2432720
0002f8106400c122;594288;2424232
0002f8100101de07;596139;2430960
0002f8100101dd29;596284;2431988
0002f8107501ec9a;596707;2427380
0002f8107501fc70;597939;2428477
0002f8107501b4a0;598491;2430014
0002f8100401178a;598660;2427898
0002f81062104cb8;599443;2427391
0002f8100300c32f;599482;2424860
0002f810420277a8;600326;2431915
0002f8100340e2f5;603202;2427191
0002f81062100cb3;603627;2433244
0002f810034063d2;604760;2425703
0002f81061002398;590570;2432700
0002f81061006f97;590702;2429558
0002f81065009db7;591621;2425904
0002f8106100c832;591717;2431802
0002f8106500e9a0;592714;2423505
0002f8106000d1ab;593546;2433794
0002f8106100207d;593869;2433165
0002f81075009a0c;594915;2425246
0002f8106000b6d7;595834;2433344
0002f8100300d907;596935;2426585
0002f8100300f2e6;598280;2425812
0002f81001ff2a74;598947;2432404
0002f81003001f53;599782;2426205
0002f81003005921;600344;2423982
0002f8100310b464;602343;2424276
0002f8100340a066;602648;2428508
0002f8100310784d;602860;2431812
0002f8100310980e;602935;2431306
0002f8100310e682;604146;2432238
0002f8100310f80f;604437;2430066
0002f8100340598a;604738;2426906
0002f8100310fb01;604908;2431302
0002f8100310cf01;605415;2427425
0002f8100310eeeb;605608;2426405
0002f81003102f10;605725;2430028
0002f8103803ec62;606017;2423788
0002f8106500f579;590761;2425214
0002f810610092f0;591005;2434913
0002f8106500ecc4;592756;2425923
0002f8107500bee3;594880;2428872
